"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","17/483","205/18842",0.0829268292682927,3.23500479725294,5.21877311980339,2.27633341081406e-05,0.00193983195008502,0.00193983195008502,"KLF9/HSPA8/FLT3/PCK1/CNOT9/CFLAR/PLPP1/VDR/SRD5A1/HSPA1B/TMF1/CRY1/NR3C1/STRN3/NR4A3/ANXA1/ATP1A1",17
"GO:0009261","GO:0009261","ribonucleotide catabolic process","13/483","128/18842",0.1015625,3.96198887163561,5.45388685602487,2.54743067076619e-05,0.0021398417634436,0.0021398417634436,"PKM/FBP1/IFNG/PFKP/ENO2/XDH/UPP1/PGAM1/HK2/LDHA/PDE4D/PFKFB1/GAPDH",13
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","19/483","250/18842",0.076,2.9647867494824,5.07251568733028,2.60426234410993e-05,0.00215676937793893,0.00215676937793893,"CAV1/HLA-DOB/PCK1/ICOS/TNFSF14/PTPN11/CD44/RHOH/ACTB/CCR7/CD55/ABL2/LCK/FYN/IL15/MALT1/ZBTB1/NR4A3/ANXA1",19
"GO:0006959","GO:0006959","humoral immune response","21/483","296/18842",0.0709459459459459,2.76762632197415,4.97178359639963,2.78138188988606e-05,0.00227146187674028,0.00227146187674028,"CFHR4/CXCL9/CLU/S100A12/JCHAIN/CCL13/GPR183/SERPING1/IFNG/SLC11A1/CCL7/PLA2G6/DEFB1/CD83/CCR7/TRAF3IP2/CD55/PI3/C1R/GAPDH/CFHR2",21
"GO:0045926","GO:0045926","negative regulation of growth","16/483","189/18842",0.0846560846560847,3.30246365857132,5.16000794540916,3.06431333372925e-05,0.0024348868111254,0.0024348868111254,"FBP1/MT1A/RBP4/CRYAB/INHBA/CDKN1A/GJA1/MT1H/SERTAD2/FHL1/HSPA1B/MT1E/MT1X/RACK1/BTG1/SPP1",16
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","16/483","189/18842",0.0846560846560847,3.30246365857132,5.16000794540916,3.06431333372925e-05,0.0024348868111254,0.0024348868111254,"MARCO/GPR183/VEGFA/PTPN11/INHBA/RAPGEF2/CD44/F2R/MIF/SPRY2/NAMPT/PDGFA/CCR7/CFLAR/FGF2/ADRA1A",16
"GO:0033002","GO:0033002","muscle cell proliferation","17/483","211/18842",0.0805687203791469,3.14301413951115,5.07749156353249,3.29436828656437e-05,0.00257571282267125,0.00257571282267125,"DDIT3/RBP4/IFNG/RBPJ/CDKN1A/PPARG/GJA1/HPGD/CFLAR/KLF4/PIM1/FGF2/BMPR1A/TNFAIP3/JUN/NR4A3/FGF9",17
"GO:0006090","GO:0006090","pyruvate metabolic process","12/483","113/18842",0.106194690265487,4.14269224426977,5.434815557423,3.32915262794243e-05,0.00257571282267125,0.00257571282267125,"PKM/FBP1/PCK1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/VDAC1/PFKFB1/GAPDH",12
"GO:0009636","GO:0009636","response to toxic substance","19/483","256/18842",0.07421875,2.89529956004141,4.95228816156346,3.60907686083461e-05,0.00275602233009189,0.00275602233009189,"ABCG2/MT1A/TXN/ATP7B/SLC11A1/AQP9/TXNRD1/SLC39A8/NOS3/MT1H/GPX7/CYP1A1/ATF4/ALB/PIM1/DHX15/SRD5A1/MT1E/MT1X",19
"GO:0098754","GO:0098754","detoxification","15/483","172/18842",0.0872093023255814,3.40206557850643,5.13307906270542,3.824115521342e-05,0.00288279477762705,0.00288279477762705,"ABCG2/MT1A/TXN/ATP7B/SLC11A1/AQP9/TXNRD1/SLC39A8/NOS3/MT1H/GPX7/ALB/PIM1/MT1E/MT1X",15
"GO:0051607","GO:0051607","defense response to virus","21/483","305/18842",0.0688524590163934,2.68595866001426,4.81479881972635,4.31284927840178e-05,0.0032100700958231,0.0032100700958231,"DDIT4/RSAD2/ATG12/POLR3G/RNASE2/IFNG/APOBEC3B/AIM2/GBP2/RIOK3/IFI27/TRAF3IP2/MMP12/DDX21/DHX15/ISG20/PMAIP1/TNFAIP3/NMB/EIF2AK2/GBP1",21
"GO:0001906","GO:0001906","cell killing","18/483","238/18842",0.0756302521008403,2.95036275379717,4.91135963933698,4.50529018075898e-05,0.00331138828285785,0.00331138828285785,"CXCL9/KLRB1/CLU/S100A12/FCGR3A/CD2/CCL13/KLRD1/GBP2/CEBPG/ITGAM/CD1C/GZMB/CD1E/CD55/GZMH/GBP1/NKG7",18
"GO:0002260","GO:0002260","lymphocyte homeostasis","8/483","52/18842",0.153846153846154,6.00159261028826,5.85797650765682,4.91553924772626e-05,0.00356831737983091,0.00356831737983091,"TNFSF14/AIM2/MIF/TRAF3IP2/FAS/PMAIP1/TNFAIP3/TSC22D3",8
"GO:0005996","GO:0005996","monosaccharide metabolic process","17/483","220/18842",0.0772727272727273,3.01443628834933,4.8747544541573,5.57987219168349e-05,0.00400117664476816,0.00400117664476816,"PKM/FBP1/RBP4/PCK1/PFKP/ENO2/TFF3/ATF4/PGAM1/HK2/TKTL1/SLC2A3/PER2/PMAIP1/CRY1/PFKFB1/GAPDH",17
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process","12/483","120/18842",0.1,3.90103519668737,5.17092846445181,6.04336294652599e-05,0.00419919923424266,0.00419919923424266,"PKM/FBP1/IFNG/PFKP/ENO2/XDH/PGAM1/HK2/LDHA/PDE4D/PFKFB1/GAPDH",12
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","22/483","336/18842",0.0654761904761905,2.55424923592625,4.66267399565522,6.05769179896546e-05,0.00419919923424266,0.00419919923424266,"SOS1/CLEC2B/IFNG/KLRD1/ITK/PTPN11/PLA2G6/ITGAM/CCR7/CD3D/SH2D1A/LAG3/PRKCH/EZR/LCK/FYN/TNFAIP3/CD247/PDE4D/MALT1/GBP1/NR4A3",22
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","13/483","139/18842",0.0935251798561151,3.64845018395222,5.08328665428372,6.0702710018814e-05,0.00419919923424266,0.00419919923424266,"CAV1/BMP6/VEGFA/IFNG/ZEB1/SPRY2/ROCK1/SPRY1/FGF2/VDR/PRKCH/MAFF/BTG1",13
"GO:0046686","GO:0046686","response to cadmium ion","7/483","40/18842",0.175,6.8268115942029,5.98356449403108,6.23748956207017e-05,0.00422720916768481,0.00422720916768481,"MT1A/NPC1/SLC11A1/SLC39A8/MT1H/MT1E/MT1X",7
"GO:0006096","GO:0006096","glycolytic process","10/483","85/18842",0.117647058823529,4.58945317257338,5.37968807157191,6.2545441766765e-05,0.00422720916768481,0.00422720916768481,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","16/483","201/18842",0.0796019900497512,3.10530164910437,4.86719543871636,6.45075392934093e-05,0.0042933738936247,0.0042933738936247,"IL1R2/GPR183/VEGFA/CSF1/IFNG/INHBA/PPARG/CAMK4/CCR7/CFLAR/NEDD9/CSF2/IL15/NR3C1/IL1RAP/CDC42",16
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","8/483","54/18842",0.148148148148148,5.77931140249981,5.70457063333475,6.49847409069044e-05,0.0042933738936247,0.0042933738936247,"PTPN11/CCR7/SH2D1A/LAG3/EZR/LCK/FYN/GBP1",8
"GO:0051384","GO:0051384","response to glucocorticoid","12/483","122/18842",0.0983606557377049,3.83708380002036,5.09917816296424,7.10524203476891e-05,0.00464209146271569,0.00464209146271569,"CCND1/BMP6/KLF9/FLT3/PCK1/CFLAR/AREG/IL1RN/GRM5/SRD5A1/NR3C1/ANXA1",12
"GO:0019318","GO:0019318","hexose metabolic process","16/483","203/18842",0.0788177339901478,3.07470754418709,4.82052822631197,7.25780993277065e-05,0.00468966180271334,0.00468966180271334,"PKM/FBP1/RBP4/PCK1/PFKP/ENO2/TFF3/ATF4/PGAM1/HK2/TKTL1/PER2/PMAIP1/CRY1/PFKFB1/GAPDH",16
"GO:0031295","GO:0031295","T cell costimulation","7/483","41/18842",0.170731707317073,6.66030399434429,5.88494270656487,7.35719827277605e-05,0.00470220933086121,0.00470220933086121,"CAV1/ICOS/TNFSF14/PTPN11/CCR7/LCK/FYN",7
"GO:0046032","GO:0046032","ADP catabolic process","10/483","87/18842",0.114942528735632,4.48394850193951,5.28291773746296,7.64034419144126e-05,0.00482336053299614,0.00482336053299614,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","20/483","294/18842",0.0680272108843537,2.65376543992338,4.63553711565992,7.71081445751084e-05,0.00482336053299614,0.00482336053299614,"ADAM17/AXL/DDIT3/FCGR3A/FLT3/TXN/FLT1/VEGFA/FN1/AIM2/PTPN11/F2R/SPRY2/PDGFA/CCR7/KLF4/FGF2/FYN/RACK1/OSBPL8",20
"GO:0050870","GO:0050870","positive regulation of T cell activation","17/483","226/18842",0.0752212389380531,2.93440700635776,4.74525898522928,7.79378808110336e-05,0.00482394462283029,0.00482394462283029,"CAV1/HLA-DOB/PCK1/ICOS/TNFSF14/PTPN11/RHOH/ACTB/CCR7/CD55/ABL2/LCK/FYN/IL15/MALT1/ZBTB1/ANXA1",17
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","16/483","206/18842",0.0776699029126214,3.02993024985427,4.75159486121424,8.63463286109647e-05,0.00523480562231307,0.00523480562231307,"SOS1/CLEC2B/ITK/PTPN11/CCR7/CD3D/SH2D1A/LAG3/PRKCH/EZR/LCK/FYN/CD247/PDE4D/MALT1/GBP1",16
"GO:0031294","GO:0031294","lymphocyte costimulation","7/483","42/18842",0.166666666666667,6.50172532781228,5.78956127007968,8.63564873068653e-05,0.00523480562231307,0.00523480562231307,"CAV1/ICOS/TNFSF14/PTPN11/CCR7/LCK/FYN",7
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","20/483","297/18842",0.0673400673400673,2.626959728409,4.58397919849395,8.86307154147496e-05,0.00531784292488497,0.00531784292488497,"CAV1/HLA-DOB/PCK1/ICOS/TNFSF14/PTPN11/ADAM19/CD44/RHOH/ACTB/CCR7/CD55/ABL2/LCK/FYN/IL15/MALT1/ZBTB1/NR4A3/ANXA1",20
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","9/483","72/18842",0.125,4.87629399585921,5.34505095387574,9.01106319054771e-05,0.00534876239083839,0.00534876239083839,"ATF3/MOAP1/NOS3/CFLAR/CRADD/FAS/PMAIP1/TNFAIP3/PEA15",9
"GO:0016052","GO:0016052","carbohydrate catabolic process","14/483","165/18842",0.0848484848484849,3.30996925779534,4.83387751949091,9.26846387898168e-05,0.00534876239083839,0.00534876239083839,"PKM/ATG12/FBP1/IFNG/GK/PFKP/ENO2/GABARAPL1/PGAM1/HK2/LDHA/TKTL1/PFKFB1/GAPDH",14
"GO:0009137","GO:0009137","purine nucleoside diphosphate catabolic process","10/483","89/18842",0.112359550561798,4.38318561425547,5.18903358057181,9.27846537186251e-05,0.00534876239083839,0.00534876239083839,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0009181","GO:0009181","purine ribonucleoside diphosphate catabolic process","10/483","89/18842",0.112359550561798,4.38318561425547,5.18903358057181,9.27846537186251e-05,0.00534876239083839,0.00534876239083839,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0019364","GO:0019364","pyridine nucleotide catabolic process","10/483","90/18842",0.111111111111111,4.33448355187486,5.14312484159726,0.000102032365911957,0.0057687529957914,0.0057687529957914,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","10/483","90/18842",0.111111111111111,4.33448355187486,5.14312484159726,0.000102032365911957,0.0057687529957914,0.0057687529957914,"DDIT3/CDKN1A/PPARG/GJA1/HPGD/FGF2/BMPR1A/JUN/NR4A3/FGF9",10
"GO:0062197","GO:0062197","cellular response to chemical stress","20/483","301/18842",0.0664451827242525,2.59204996457633,4.51621276048745,0.000106357481583106,0.00595601896865394,0.00595601896865394,"CAV1/FBP1/DDIT3/TXN/NOS3/GPX7/NET1/ATF4/ALB/KLF4/PRKCI/OXSR1/PAWR/ABL2/FAS/HSPA1B/FYN/TNFAIP3/RACK1/ATP1A1",20
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","18/483","255/18842",0.0705882352941176,2.75367190354403,4.57314333906658,0.000109485858334612,0.00607336648120299,0.00607336648120299,"PKM/GM2A/FBP1/IFNG/PFKP/CD44/ENO2/XDH/UPP1/MMP12/FGF2/PGAM1/HK2/LDHA/CHI3L2/PDE4D/PFKFB1/GAPDH",18
"GO:0009615","GO:0009615","response to virus","24/483","400/18842",0.06,2.34062111801242,4.39575088650024,0.000111435263751554,0.00608926242358715,0.00608926242358715,"DDIT4/RSAD2/CLU/ATG12/POLR3G/RNASE2/IFNG/APOBEC3B/AIM2/GBP2/RIOK3/CREBZF/IFI27/TRAF3IP2/MMP12/DDX21/DHX15/RPS15A/ISG20/PMAIP1/TNFAIP3/NMB/EIF2AK2/GBP1",24
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","9/483","74/18842",0.121621621621622,4.7445022662414,5.23482285056564,0.000111843595535274,0.00608926242358715,0.00608926242358715,"PTPN11/CCR7/SH2D1A/LAG3/PRKCH/EZR/LCK/FYN/GBP1",9
"GO:0042789","GO:0042789","mRNA transcription by RNA polymerase II","7/483","44/18842",0.159090909090909,6.20619235836627,5.60779017287377,0.00011736137431725,0.00627677665838794,0.00627677665838794,"TAF7/S100A10/PPARG/ATF4/VDR/ZBTB1/TAF13",7
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","6/483","31/18842",0.193548387096774,7.55039070326588,5.92029215777099,0.00011742269258889,0.00627677665838794,0.00627677665838794,"INHBA/MCL1/KLF4/HSPA1B/CSF2/FYN",6
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","20/483","305/18842",0.0655737704918033,2.55805586668024,4.44953113375646,0.000127152140623483,0.00663497661286012,0.00663497661286012,"EEF1A2/S100A12/FLT3/FLT1/VEGFA/CNOT9/IFNG/CAPN2/RAPGEF2/CDKN1A/MIF/SPRY2/FZD7/HES1/FGF2/AREG/NEDD9/IL15/RACK1/PRKAR2B",20
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","20/483","305/18842",0.0655737704918033,2.55805586668024,4.44953113375646,0.000127152140623483,0.00663497661286012,0.00663497661286012,"EEF1A2/S100A12/FLT3/FLT1/VEGFA/CNOT9/IFNG/CAPN2/RAPGEF2/CDKN1A/MIF/SPRY2/FZD7/HES1/FGF2/AREG/NEDD9/IL15/RACK1/PRKAR2B",20
"GO:0050727","GO:0050727","regulation of inflammatory response","25/483","429/18842",0.0582750582750583,2.2733305342001,4.32721578074857,0.000127508904294761,0.00663497661286012,0.00663497661286012,"IL1R2/S100A12/TNFSF14/IFNG/AIM2/SLC39A8/CCL7/GBP2/PPARG/PTGER3/LPL/CCR7/KLF4/S100A8/IL1RN/CST7/FYN/TNFAIP3/IL15/IL1RAP/GBP1/NKG7/NR4A3/ANXA1/PRKAR2B",25
"GO:0006195","GO:0006195","purine nucleotide catabolic process","12/483","130/18842",0.0923076923076923,3.60095556617296,4.82664695942277,0.000131203129284933,0.00676402551430914,0.00676402551430914,"PKM/FBP1/IFNG/PFKP/ENO2/XDH/PGAM1/HK2/LDHA/PDE4D/PFKFB1/GAPDH",12
"GO:0030101","GO:0030101","natural killer cell activation","10/483","93/18842",0.10752688172043,4.19466150181438,5.00931448043996,0.000134590303601049,0.00676402551430914,0.00676402551430914,"NFIL3/AXL/FCGR3A/CD2/KLRD1/CD48/SH2D1A/FYN/ZBTB1/NKG7",10
"GO:0046031","GO:0046031","ADP metabolic process","10/483","93/18842",0.10752688172043,4.19466150181438,5.00931448043996,0.000134590303601049,0.00676402551430914,0.00676402551430914,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0072526","GO:0072526","pyridine-containing compound catabolic process","10/483","93/18842",0.10752688172043,4.19466150181438,5.00931448043996,0.000134590303601049,0.00676402551430914,0.00676402551430914,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process","10/483","94/18842",0.106382978723404,4.15003744328444,4.9659598018168,0.000147224525227828,0.00728605753714155,0.00728605753714155,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0031589","GO:0031589","cell-substrate adhesion","21/483","333/18842",0.0630630630630631,2.46011228619924,4.3603155897676,0.000149795298835504,0.00728605753714155,0.00728605753714155,"RAB1A/VEGFA/CSF1/FN1/CD44/S100A10/ITGA6/ITGAM/ITGA2B/ROCK1/PPFIA1/CCR7/FZD7/MMP12/NEDD9/ANKRD28/ITGB7/CDH11/ITGA7/GBP1/CDC42",21
"GO:0001659","GO:0001659","temperature homeostasis","15/483","194/18842",0.077319587628866,3.0162643273356,4.57860555032733,0.000149881908207657,0.00728605753714155,0.00728605753714155,"ADAM17/CAV1/DDIT3/RHEB/VEGFA/RBPJ/GJA1/PTGER3/ZNF423/ATF4/ZNF516/GRM5/PER2/DIO2/IL15",15
"GO:0043085","GO:0043085","positive regulation of catalytic activity","19/483","285/18842",0.0666666666666667,2.60069013112491,4.4164858437985,0.00015059741698568,0.00728605753714155,0.00728605753714155,"EEF1A2/S100A12/FLT3/FLT1/RAPGEF2/S100A10/CDKN1A/ITGA6/NET1/TBC1D30/PNLIP/FGF2/NEDD9/RGS7/RFC5/RACK1/RGS1/ADORA2B/PRKAR2B",19
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","13/483","152/18842",0.0855263157894737,3.33641168137736,4.69102277482378,0.000151173302641372,0.00728605753714155,0.00728605753714155,"ADAM17/CAV1/DDIT3/RHEB/VEGFA/RBPJ/GJA1/ZNF423/ATF4/ZNF516/PER2/DIO2/IL15",13
"GO:0061028","GO:0061028","establishment of endothelial barrier","7/483","46/18842",0.152173913043478,5.93635790800252,5.43693157526341,0.000156846608628141,0.00744651998302338,0.00744651998302338,"VEGFA/RAPGEF2/RAP1B/ROCK1/EZR/PDE4D/RAP2C",7
"GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","5/483","21/18842",0.238095238095238,9.28817903973184,6.16379879098015,0.000157035455424303,0.00744651998302338,0.00744651998302338,"CSF1/LPL/PRKCH/CSF2/MSR1",5
"GO:0009134","GO:0009134","nucleoside diphosphate catabolic process","10/483","95/18842",0.105263157894737,4.10635283861829,4.92320280359505,0.000160843984320914,0.00747434978900302,0.00747434978900301,"PKM/FBP1/IFNG/PFKP/ENO2/PGAM1/HK2/LDHA/PFKFB1/GAPDH",10
"GO:0009166","GO:0009166","nucleotide catabolic process","13/483","153/18842",0.0849673202614379,3.31460506908077,4.66262633775293,0.000161435786259079,0.00747434978900302,0.00747434978900301,"PKM/FBP1/IFNG/PFKP/ENO2/XDH/UPP1/PGAM1/HK2/LDHA/PDE4D/PFKFB1/GAPDH",13
"GO:0106106","GO:0106106","cold-induced thermogenesis","13/483","153/18842",0.0849673202614379,3.31460506908077,4.66262633775293,0.000161435786259079,0.00747434978900302,0.00747434978900301,"ADAM17/CAV1/DDIT3/RHEB/VEGFA/RBPJ/GJA1/ZNF423/ATF4/ZNF516/PER2/DIO2/IL15",13
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","20/483","311/18842",0.0643086816720257,2.50870430655136,4.35146931869753,0.000165082372607155,0.0075246848909308,0.0075246848909308,"CRIP1/BMP6/FBP1/MMP1/TNFSF14/CRYAB/PTPN11/CDKN1A/MFAP4/NET1/ATF4/GADD45A/FGF2/CRADD/GRK1/OXSR1/FAS/CRY1/ZBTB1/ATP1A1",20
"GO:0104004","GO:0104004","cellular response to environmental stimulus","20/483","311/18842",0.0643086816720257,2.50870430655136,4.35146931869753,0.000165082372607155,0.0075246848909308,0.0075246848909308,"CRIP1/BMP6/FBP1/MMP1/TNFSF14/CRYAB/PTPN11/CDKN1A/MFAP4/NET1/ATF4/GADD45A/FGF2/CRADD/GRK1/OXSR1/FAS/CRY1/ZBTB1/ATP1A1",20
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","20/483","312/18842",0.0641025641025641,2.50066358762011,4.33534797269444,0.000172290155547533,0.00777715788102235,0.00777715788102235,"ADAM17/CAV1/BMP6/KLF9/FLT1/VEGFA/PPARG/PRL/COL4A3/FZD7/CFLAR/TRAF3IP2/F3/MMP12/FGF2/AREG/VDR/TNFAIP3/CDC42/NR4A3",20
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction","27/483","490/18842",0.0551020408163265,2.14955000633794,4.18201163876358,0.000173848093315624,0.00777715788102235,0.00777715788102235,"CTNNAL1/FBP1/SOS1/RHEB/RRAD/RAPGEF2/RHOH/CDKN1A/F2R/RAP1B/SPRY2/NET1/ROCK1/SPRY1/STARD8/CCR7/FGF2/TGM2/ABL2/ARF6/CDC42EP3/RALA/SHOC2/RAB21/RAP2C/PSD3/CDC42",27
"GO:0007507","GO:0007507","heart development","25/483","438/18842",0.0570776255707763,2.22661826294941,4.21299941427053,0.000175805146978817,0.00777715788102235,0.00777715788102235,"CRIP1/BMP6/RBP4/VEGFA/FN1/PTPN11/INHBA/RBPJ/NOS3/CDKN1A/GJA1/ACVR1/MBD2/ROCK1/PDLIM1/SPRY1/FZD7/TRAF3IP2/HES1/PIM1/FGF2/BMPR1A/MSX2/CDH11/CDC42",25
"GO:0030217","GO:0030217","T cell differentiation","18/483","265/18842",0.0679245283018868,2.64975975624048,4.38689137651129,0.000177234550349829,0.00777715788102235,0.00777715788102235,"RSAD2/ADAM17/CD2/GPR183/PCK1/ICOS/ITK/RHOH/ACTB/CAMK4/CCR7/CD3D/TRAF3IP2/LAG3/LCK/MALT1/ZBTB1/ANXA1",18
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","18/483","265/18842",0.0679245283018868,2.64975975624048,4.38689137651129,0.000177234550349829,0.00777715788102235,0.00777715788102235,"AXL/DDIT3/FLT3/TXN/FLT1/VEGFA/FN1/AIM2/PTPN11/F2R/SPRY2/PDGFA/CCR7/KLF4/FGF2/FYN/RACK1/OSBPL8",18
"GO:0006002","GO:0006002","fructose 6-phosphate metabolic process","4/483","12/18842",0.333333333333333,13.0034506556246,6.7464080222351,0.000179234562411417,0.00779418655109149,0.00779418655109149,"FBP1/PFKP/GFPT1/HK2",4
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","7/483","47/18842",0.148936170212766,5.81005242059821,5.35523585279683,0.000180273702542252,0.00779418655109149,0.00779418655109149,"SFPQ/ATF4/NME5/MCL1/FGF2/FYN/RACK1",7
"GO:0050860","GO:0050860","negative regulation of T cell receptor signaling pathway","6/483","34/18842",0.176470588235294,6.88417975886007,5.56999892620848,0.000200973939830857,0.00856323743627128,0.00856323743627128,"PTPN11/SH2D1A/LAG3/EZR/FYN/GBP1",6
"GO:1901186","GO:1901186","positive regulation of ERBB signaling pathway","6/483","34/18842",0.176470588235294,6.88417975886007,5.56999892620848,0.000200973939830857,0.00856323743627128,0.00856323743627128,"ADAM17/SOS1/CNOT9/RBPJ/SPRY2/RALA",6
"GO:0019320","GO:0019320","hexose catabolic process","7/483","48/18842",0.145833333333333,5.68900966183575,5.27585880557806,0.000206449013659495,0.00859945101382359,0.00859945101382358,"PKM/PFKP/ENO2/PGAM1/HK2/TKTL1/GAPDH",7
"GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","7/483","48/18842",0.145833333333333,5.68900966183575,5.27585880557806,0.000206449013659495,0.00859945101382359,0.00859945101382358,"ADAM17/DDIT3/RHEB/RBPJ/ZNF423/ATF4/IL15",7
"GO:0044093","GO:0044093","positive regulation of molecular function","22/483","366/18842",0.0601092896174863,2.34488454445689,4.21427234105908,0.000207809471429813,0.00859945101382359,0.00859945101382358,"EEF1A2/S100A12/FLT3/TXN/FLT1/RAPGEF2/S100A10/CDKN1A/ITGA6/GTF2B/NET1/TBC1D30/PNLIP/HES1/FGF2/NEDD9/RGS7/RFC5/RACK1/RGS1/ADORA2B/PRKAR2B",22
"GO:0006935","GO:0006935","chemotaxis","25/483","443/18842",0.0564334085778781,2.20148713131341,4.15073403593337,0.000209136308669519,0.00859945101382359,0.00859945101382358,"CXCL9/ADAM17/S100A12/RNASE2/CCL13/GPR183/FLT1/VEGFA/CSF1/STX3/CCL7/CXCR6/PLA2G6/MIF/DEFB1/PDGFA/CCR7/CCRL2/F3/FGF2/S100A8/NEDD9/OXSR1/RALA/ANXA1",25
"GO:0042330","GO:0042330","taxis","25/483","443/18842",0.0564334085778781,2.20148713131341,4.15073403593337,0.000209136308669519,0.00859945101382359,0.00859945101382358,"CXCL9/ADAM17/S100A12/RNASE2/CCL13/GPR183/FLT1/VEGFA/CSF1/STX3/CCL7/CXCR6/PLA2G6/MIF/DEFB1/PDGFA/CCR7/CCRL2/F3/FGF2/S100A8/NEDD9/OXSR1/RALA/ANXA1",25
"GO:0006094","GO:0006094","gluconeogenesis","9/483","81/18842",0.111111111111111,4.33448355187486,4.87802617601741,0.00022542166655724,0.00920471805108732,0.00920471805108731,"FBP1/RBP4/PCK1/ENO2/ATF4/PGAM1/PER2/CRY1/PFKFB1",9
"GO:0009299","GO:0009299","mRNA transcription","7/483","49/18842",0.142857142857143,5.5729074238391,5.19868402350829,0.000235605999873676,0.00948878958395353,0.00948878958395353,"TAF7/S100A10/PPARG/ATF4/VDR/ZBTB1/TAF13",7
"GO:0010043","GO:0010043","response to zinc ion","7/483","49/18842",0.142857142857143,5.5729074238391,5.19868402350829,0.000235605999873676,0.00948878958395353,0.00948878958395353,"CRIP1/MT1A/OTC/MT1H/S100A8/MT1E/MT1X",7
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","6/483","35/18842",0.171428571428571,6.68748890860692,5.46255536669077,0.000237355272571333,0.00949421090285331,0.00949421090285331,"CSF1/PPARG/LPL/PRKCH/CSF2/MSR1",6
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","13/483","160/18842",0.08125,3.16959109730849,4.4702028057584,0.000251521935733566,0.00999289852779301,0.00999289852779301,"CD52/CAV1/CXCR6/F2R/PTGER3/CCR7/CCRL2/CD55/GRM5/ABL2/BDKRB2/NMB/ADRA1A",13
"GO:0035966","GO:0035966","response to topologically incorrect protein","13/483","161/18842",0.0807453416149068,3.14990419608297,4.44358011234407,0.000267370132741803,0.0105512508759853,0.0105512508759853,"CAV1/CLU/ATF3/DDIT3/HSPA8/CREBZF/ATF4/DNAJB1/HSP90AB1/DNAJB4/AKIRIN2/RACK1/HSPA6",13
"GO:0042542","GO:0042542","response to hydrogen peroxide","9/483","83/18842",0.108433734939759,4.23003816508269,4.78346816045801,0.000271489248799379,0.0106423785529357,0.0106423785529357,"TXN/CRYAB/CAPN2/NET1/KLF4/AREG/FYN/TNFAIP3/TXNIP",9
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","6/483","36/18842",0.166666666666667,6.50172532781228,5.35923706352367,0.000278723635449786,0.0108536091155281,0.0108536091155281,"FCGR3A/IFNG/PLA2G6/LCK/FYN/CD247",6
